dow,vix,ford,oil,gold,corn,steel
8168.12,36.5,5.98,51.12,29.1,388.5,26.55
8185.73,36.08,5.45,50.97,29.62,375,25.5
8016.95,37.95,5.19,49.92,28.97,368.25,26.15
8025,38.32,5.11,50.14,30.18,362,27.71
8076.29,36.82,5,51.55,30.8,374.5,29.03
7957.06,37.15,4.49,49.62,29.49,369.5,27.03
7886.57,38.1,4.28,48.85,28.4,370,28.35
7969.56,37.14,3.8,46.51,28.21,368.5,28.28
7841.73,39.18,3.69,45.88,29.07,360.5,26.58
8131.33,33.94,4,50.33,27.53,376,29.96
8125.43,35.79,4.16,49.98,28.24,380.75,28.74
8029.62,36.17,4.04,49.25,29.8,384,27.61
7920.18,37.67,4.3,49.41,29.13,385.25,26.08
8057.81,37.81,4.26,50.05,28.71,383,27.37
8083.38,36.53,4.24,52.24,28.56,389.25,26.11
7837.11,38.85,3.95,49.38,28.86,390,23.85
7789.56,40.39,3.49,49.15,29.05,395.5,23.39
7975.85,40.93,3.77,51.05,28.75,399.75,25.16
8017.59,39.7,3.25,52.51,30.43,397.5,25.87
7978.08,42.04,2.91,52.64,32.3,394.5,25.18
7761.6,42.28,2.74,48.39,33.89,393,22.62
7608.92,44.14,2.63,49.66,32.42,381.25,21.13
7522.02,45.54,2.76,48.41,32.28,376.75,21.55
7776.18,41.04,2.84,52.38,32.19,385,24.35
7924.56,40.36,2.94,54.34,33.03,386,24.74
7749.81,42.25,2.77,52.77,33,384.5,23.47
7659.97,42.93,2.86,53.98,32.06,392,23.32
7775.86,43.23,2.9,53.8,33.18,392.5,22.08
7278.38,45.89,2.75,51.06,33.39,393.5,19.72
7400.8,43.68,2.51,51.61,33.36,393.5,20.94
7486.58,40.06,2.47,48.14,31.94,384.75,19.17
7395.7,40.8,2.28,49.16,29.01,388,17.81
7216.97,43.74,2.1,47.35,29.6,381.5,18.4
7223.98,42.36,2.19,46.25,29.65,375,18.18
7170.06,41.18,2.1,47.03,28.87,356.25,19.1
6930.4,43.61,1.96,42.33,27.37,354,19.33
6926.49,44.37,1.85,45.71,26.04,356.5,20.08
6547.05,49.68,1.74,47.07,27.96,355.25,17.42
6626.94,49.33,1.7,45.52,28.76,349.75,17.69
6594.44,50.17,1.81,43.61,28.82,347,17.64
6875.84,47.56,1.87,45.38,27.72,340,18.93
6726.02,50.93,1.81,41.65,28.39,340.25,17.21
6763.29,52.65,1.88,40.15,27.98,337.25,16.88
7062.93,46.35,2,44.76,30.2,348.5,19.67
7182.08,44.66,1.98,45.22,31.34,357.25,20.06
7270.89,44.67,2.01,42.5,31.16,351,20.92
7350.94,45.49,2,39.96,31.63,345.25,22.15
7114.78,52.62,1.73,38.44,35.6,349.5,21.53
7365.67,49.3,1.58,38.94,36.89,342,24.8
7465.95,47.08,1.63,39.48,36.44,348.5,24.77
7555.63,48.46,1.67,34.62,38.48,346,25.46
7552.6,48.66,1.69,34.93,37.29,346.25,27.33
7850.41,42.93,1.76,37.51,37.94,363,30.61
7932.76,41.25,1.79,33.98,38.98,366,31.54
7939.53,44.53,1.85,35.94,38.58,368,30.75
7888.88,46.67,1.82,37.55,37.13,368,31.16
8270.87,43.64,1.9,39.56,37.83,372.5,35.05
8280.59,43.37,1.94,40.17,39.15,369.75,34.46
8063.07,43.73,1.93,41.17,38.57,356.5,31.43
7956.66,43.85,1.95,40.32,37.08,355.75,30.41
8078.36,43.06,1.96,40.78,35.85,356,29.02
7936.75,45.52,1.88,40.08,35.99,363,28.18
8000.86,44.84,1.87,41.68,37.49,377.5,30.03
8149.01,42.63,1.95,41.44,38.57,378,32.89
8375.45,39.66,2.03,42.16,36.31,372.5,34.8
8174.73,42.25,1.97,41.58,37.08,376.75,31.49
8116.03,45.69,1.94,45.73,38.22,383.75,29.46
8077.56,47.27,1.8,46.47,39.58,380.5,30.79
8122.8,47.29,1.94,43.67,35.57,378.5,30
8228.1,46.42,2.09,43.55,36.61,378,31.8
7949.09,56.65,2.13,38.74,34.79,376.25,30.1
8281.22,46.11,2.19,36.51,34.27,365.25,32.58
8212.49,51,2.23,35.4,33.48,359.75,32.29
8200.14,49.14,2.26,37.28,31.51,358.75,30.34
8448.56,43.27,2.48,37.78,32.72,361.75,32.8
8473.97,45.84,2.64,37.59,31.14,380.75,31.97
8599.18,42.82,2.63,40.83,32.9,407.5,36.7
8742.46,42.56,2.69,41.7,33.21,405.75,38.34
8769.7,43.39,2.69,42.63,31.21,413.25,37.21
9015.1,38.56,2.76,48.58,33.66,407.25,40.14
8952.89,39.08,2.58,48.81,34.35,402,39.48
9034.69,39.19,2.46,46.34,35.98,399.5,39.51
8668.39,41.63,2.29,39.03,36.32,385,37.55
8483.93,43.9,2.22,40.02,36.52,390,34.85
8515.55,43.38,2.29,37.71,35.8,398.25,35.2
8419.49,45.02,2.19,38.98,33.86,377.75,34.46
8519.69,44.56,2.59,39.91,32.61,376.25,34.1
8579.11,44.93,2.95,33.87,33.5,375.25,37.13
8604.99,47.34,2.84,36.22,33.31,380,37.34
8824.34,49.84,3.14,40.06,35.49,381.75,42.12
8924.14,52.37,3.13,43.6,34.91,370.25,40.25
8564.53,56.76,3.18,44.51,32.92,371,37.17
8629.68,54.28,3.04,46.28,31.32,325,39.03
8565.09,55.78,2.9,47.98,30.55,323.75,37.22
8761.42,55.73,3.25,43.52,30.38,311.75,37.64
8691.33,58.91,3.23,42.07,27.75,310.25,34.98
8934.18,58.49,3.38,43.71,27.25,296.75,35.79
8635.42,59.93,2.72,40.81,25.14,290,28.76
8376.24,63.64,2.66,43.67,25.7,317.5,26.72
8591.69,60.72,2.85,46.79,26.42,329,27.63
8419.09,62.98,2.7,46.96,27.65,330,27.49
8149.09,68.51,2.55,49.28,26.31,328.75,25.64
8726.61,54.92,2.15,54.44,29.06,350.25,29.9
8479.47,60.9,1.66,50.77,27.74,347,27.57
8443.39,64.7,1.56,54.5,28.11,337.25,27.85
8046.42,72.67,1.43,49.93,27.05,336.5,24.91
7552.29,80.86,1.39,49.62,20.6,360.25,20.97
7997.28,74.26,1.26,53.62,21.12,375,25.21
8424.75,67.64,1.68,54.39,21.05,378.5,29.1
8273.58,69.15,1.72,54.95,21.15,375,28.64
8497.31,66.31,1.8,57.04,22.29,370.5,29.75
8835.25,59.83,1.9,58.24,23.35,363,31.23
8282.66,66.46,1.84,56.16,20.81,363.25,27.38
8693.96,61.44,1.8,59.33,23.38,360.25,32.38
8870.54,59.98,1.93,62.41,24.98,372.75,34.02
8943.81,56.1,2.02,61.04,23.96,375,33.68
8695.79,63.68,1.98,60.77,23.12,374.5,32.21
9139.27,54.56,2.09,65.3,24.95,390,37.75
9625.28,47.73,2.16,70.53,25.43,398,41.17
9319.83,53.68,2.13,63.91,22.26,394.5,38.28
9325.01,59.89,2.19,67.81,22.74,395.5,36.88
9180.69,62.9,2.28,65.96,24.32,402.25,37.78
8990.96,69.96,2.16,67.5,22.74,396.25,35.37
9065.12,66.96,2.15,62.73,20.38,385.75,35.2
8175.77,80.06,2.03,63.22,18.14,364,30.82
8378.95,79.13,2.01,64.15,19.89,372,34.68
8691.25,67.8,2,67.84,18.81,379,35.51
8519.21,69.65,2.1,66.75,20.17,381.75,35.97
9033.66,53.11,2.17,70.89,23.63,406.5,42.35
9265.43,52.97,2.33,74.25,26.51,404,45.86
8852.22,70.33,2.43,71.85,23.61,387,41.24
8979.26,67.61,2.27,69.85,24.58,371,42
8577.91,69.25,2.3,74.54,27.34,384.75,38.82
9310.99,55.13,2.45,78.63,29.78,410.5,47.18
9387.61,54.99,2.39,81.19,28.12,398.25,51.08
8451.19,69.95,1.99,77.7,30.03,408.25,44.59
8579.19,63.92,2.08,86.59,34.99,425,46.39
9258.1,57.53,2.66,88.95,35.71,407,53.37
9447.11,53.68,2.92,90.06,30.5,412.75,51.28
9955.5,52.05,3.69,87.81,30.01,424,59.62
10325.38,45.14,4.05,93.88,32.09,453,63.5
10482.85,45.26,4.35,93.97,31.93,454,63.41
10831.07,39.81,4.55,98.53,37.36,482.75,70.95
10850.66,39.39,5.2,100.64,36.74,485.5,77.61
10365.45,46.72,4.17,96.37,38.68,513,72.33
11143.13,34.74,4.81,106.89,37,539.25,87.26
11022.06,32.82,4.98,108.02,36.5,555,89.52
10825.17,35.19,5.03,105.73,38.47,555,90.1
10854.17,35.72,4.86,106.61,37.25,549.5,93.67
11015.69,33.85,4.95,120.92,38.14,535.25,99.23
11388.44,32.07,5.29,104.55,35.1,527.25,103
11019.69,33.1,5.28,97.88,31.72,524,94.06
10609.66,36.22,4.94,97.16,32.51,526,90.2
11059.02,30.3,5.07,91.15,28.78,532,101.07
10917.51,31.7,4.74,95.71,27.94,545.75,96.61
11421.99,25.66,4.91,101.18,29.57,522,108.73
11433.71,24.39,4.68,100.87,26.64,519,104.35
11268.92,24.52,4.47,102.58,27.59,520.75,100.05
11230.73,25.47,4.4,103.26,26.6,516,93.69
11510.74,22.64,4.55,106.34,29.41,528,107.61
11220.96,23.06,4.41,106.23,30.94,526.75,113.61
11188.23,24.03,4.39,107.89,30.57,540,112.67
11532.88,21.43,4.57,109.35,31.4,534,118.75
11516.92,21.99,4.51,109.71,32.91,536.5,119.39
11543.96,20.65,4.46,115.46,34.73,564.75,133.07
11715.18,19.43,4.43,115.59,35.02,563.75,132.65
11502.51,19.76,4.26,118.15,35.5,567.25,132.19
11412.87,20.49,4.35,116.27,34.31,568.25,129.85
11386.25,20.97,4.41,115.11,34.41,578.5,128.14
11628.06,18.81,4.47,114.59,34.76,581.75,133.76
11430.21,19.82,4.42,121.18,35.99,574.25,139.2
11417.43,20.42,4.61,114.98,33.71,564,142.41
11348.55,21.28,4.72,114.53,33.44,541.5,136.12
11479.39,20.98,4.89,112.87,33.01,529,131.44
11659.9,19.58,5.11,113.77,32.16,527.75,130.88
11615.93,20.34,5.1,115.01,33.58,530,134.96
11532.96,21.55,4.88,116,35.25,509.5,137.92
11642.47,21.17,5.19,113.01,33.59,485.25,129.86
11782.35,20.12,5.16,114.45,32.77,492.75,128.46
11734.32,20.66,5.26,115.2,35.2,494.25,137.7
11431.43,21.15,4.86,120.02,36.28,503.5,143.51
11656.07,20.23,4.94,118.58,36.96,502.75,144.34
11615.77,21.14,5.09,119.17,37.06,516.5,143.17
11284.15,23.49,4.81,121.41,40.02,535,139.87
11326.32,22.57,4.65,125.1,40.58,561.5,151.43
11378.02,22.94,4.8,124.08,42.35,585,160.36
11583.69,21.21,4.84,126.77,42.41,586.75,166.85
11397.56,22.03,5.02,122.19,42.58,570.75,165.76
11131.08,24.23,4.75,124.73,44.2,574.75,145.33
11370.69,22.91,5.05,123.26,43.87,569,141.07
11349.28,23.44,5.11,125.49,43.81,561.75,136.02
11632.38,21.31,6.03,124.44,43.92,543.75,140.59
11602.5,21.18,5.84,127.95,47.63,571.25,146.01
11467.34,23.05,5.48,131.04,48.28,584,150.36
11496.57,24.05,5.44,128.88,47.3,608.25,142.49
11446.66,25.01,5.49,129.29,47.5,629.25,145.19
11239.28,25.1,5.49,134.6,48.4,639,154.01
10962.54,28.54,4.65,138.74,49.67,643.25,155.05
11055.19,28.48,4.66,145.18,50.39,650,161
11100.54,27.49,4.86,145.08,49.21,666.25,163.56
11229.02,25.59,4.58,141.65,46.72,673,165.39
11147.44,25.23,4.95,136.05,44.64,675.25,158.17
11384.21,23.15,4.9,136.04,44.44,672.5,150.55
11231.96,25.78,4.47,141.37,44.69,692.25,157.75
11215.51,25.92,4.36,143.57,45.18,714.75,153.4
11382.26,23.65,4.71,140.97,46.36,703.5,175.35
11350.01,23.95,4.81,140,45.5,715.5,184.78
11346.51,23.44,4.98,140.21,45,746,186.93
11453.42,23.93,5.07,139.64,43.04,730.5,185.33
11811.83,21.14,5.24,134.55,40.46,708.5,191.96
11807.43,22.42,5.32,137,40.95,709,189.51
11842.36,22.64,5.28,136.74,41.02,703.5,191.02
11842.69,22.87,5.81,134.62,40.43,717.75,182.79
12063.09,21.58,6.32,131.93,40.07,717.75,182.17
12029.06,22.24,6.22,136.68,40.44,732.75,174.8
12160.3,21.13,6.6,134.01,39.86,725.25,169.85
12269.08,20.95,6.5,134.61,39.52,724,172.83
12307.35,21.22,6.27,134.86,38.55,701,174.61
12141.58,23.33,6,136.74,38.59,696.5,166.58
12083.77,24.12,5.97,136.38,39.61,673.25,172.46
12289.76,23.18,6.12,131.31,39.2,655.25,176.41
12280.32,23.12,6.36,134.35,42.05,650,184.29
12209.81,23.56,6.04,138.54,42.07,641.75,180.27
12604.45,18.63,6.4,127.79,40.43,614.5,183.15
12390.48,20.8,6.46,122.3,38.95,602.25,173.22
12402.85,20.24,6.68,124.31,39.73,601.75,176.57
12503.82,19.83,6.64,127.76,40.29,595.75,171.87
12638.32,17.83,6.8,127.35,40.29,577,172.71
12646.22,18.14,6.71,126.62,39.17,572.75,170.59
12594.03,19.07,6.78,131.03,40.84,585,175.67
12548.35,19.64,6.8,128.85,40.79,592.5,169.05
12479.63,19.55,6.87,132.19,42.07,593,172.23
12625.62,18.05,7.16,130.81,42.56,595.25,172.15
12601.19,18.59,7.8,133.17,42.69,589,176.1
12828.68,17.58,8,129.07,42.35,586.25,184.02
13028.16,17.01,8.02,127.05,40.92,582,180.22
12986.8,16.47,8.11,126.29,40.2,587.5,181.27
12992.66,16.3,8.17,124.12,39.16,585.25,176.61
12898.38,17.66,8.14,124.22,37.76,586.75,171.98
12832.18,17.98,8.23,125.8,38.67,585,173.41
12876.31,17.79,8.15,124.23,38.8,603,171.78
12745.88,19.41,8.1,125.96,39.39,613,171.12
12866.78,19.4,8.2,123.69,40.24,602.25,173.31
12814.35,19.73,7.96,123.53,39.01,596,167.72
13020.83,18.21,8.27,121.84,39.39,583.75,168.66
12969.54,18.9,8.33,119.97,38.91,572,166.85
13058.2,18.18,8.27,116.32,37.56,600,157.06
13010,18.88,8.48,112.52,37.36,591.25,151.66
12820.13,20.79,8.26,113.46,38.62,591,153.95
12831.94,20.24,8.12,115.63,37.5,586.75,151.35
12871.75,19.64,8.21,118.75,39.04,583,153
12891.86,19.59,7.5,118.52,39.67,566,152.48
12848.95,20.06,8.4,116.06,39.23,572.25,148.89
12763.22,20.26,7.52,118.3,40.8,586,152.77
12720.23,20.87,7.65,119.37,42.71,577.25,153.69
12825.02,20.5,7.73,117.48,43.14,569.5,156.94
12849.36,20.13,7.45,116.69,43.76,590.5,154.55
12620.49,20.37,7.26,114.86,45.16,598.5,154.78
12619.27,20.53,7.19,114.93,46.04,599.75,155.37
12362.47,22.78,6.88,113.79,43.48,592.75,146.63
12302.06,23.82,6.78,111.76,42.97,579.25,143.89
12325.42,23.46,6.69,110.14,42.69,583,142.4
12581.98,21.98,6.74,110.11,44.02,593,145.75
12527.26,22.81,6.72,110.87,44.11,592,141.63
12576.44,22.36,6.91,108.5,43.02,586.5,145.55
12612.43,22.42,6.73,109.09,44.05,587,143.72
12609.42,22.45,6.49,106.23,43.66,595.5,140.7
12626.03,23.21,6.46,103.83,43.44,590.25,137.91
12608.92,23.43,6.13,104.83,43.84,582,134.75
12654.36,22.68,5.97,100.98,41.92,561.25,132.65
12262.89,25.61,5.72,101.58,43.45,557,126.87
12216.4,25.71,5.59,105.62,44.7,547.25,125.69
12302.46,25.88,5.83,107.58,45.08,546.5,121.52
12422.86,26.08,5.87,105.9,45.51,541.5,126.43
12532.6,25.72,6,101.22,43.55,524.75,124.56
12548.64,25.73,5.96,100.86,41.94,503.25,118.5
12361.32,26.62,5.62,101.84,42,507.25,114.54
12099.66,29.84,5.45,104.48,45.25,527.25,109.86
12392.66,25.79,5.29,109.42,49.58,528,120.27
11972.25,32.24,5.11,105.68,52.32,539.25,113.17
11951.09,31.16,5.29,110.21,53.31,541.5,117.65
12145.74,27.29,5.39,110.33,53.05,553.25,117.33
12110.24,27.22,5.7,109.92,50.64,551,113.06
12156.81,26.36,5.9,108.75,50.45,549.75,111.93
11740.15,29.38,5.6,107.9,49.05,516.5,103.6
11893.69,27.49,5.78,105.15,50.42,528,109.27
12040.39,27.55,5.94,105.47,51.72,546,112.13
12254.99,24.6,6.12,104.52,52.81,540,114.69
12213.8,25.52,6.13,99.52,51.18,530,109.18
12258.9,26.28,6.18,102.45,53.55,544,107.73
12266.39,26.54,6.53,101.84,51.95,539.5,108.45
12582.18,23.53,6.62,102.59,53.33,520.5,115
12694.28,22.69,6.6,99.64,51.45,518,112.21
12684.92,21.9,6.52,100.88,50.55,513.25,114.31
12570.22,23.03,6.46,99.23,49.65,521.25,113.05
12381.02,24.06,6.25,98.81,50.16,518.75,108.5
12284.3,25.12,6.23,98.23,50.46,516.5,107.51
12427.26,24.4,6.41,100.74,50.27,513.25,112.29
12337.22,25.59,6.48,100.01,49.69,514.25,106.87
12348.21,25.02,6.45,95.5,47.59,509.75,104.1
12376.98,25.54,6.46,95.46,47.54,496.5,103.89
12552.24,24.88,6.58,93.27,48.79,492.5,104.73
12373.41,26.33,6.46,92.78,48.15,495,99.48
12240.01,27.6,6.39,93.59,49.89,491.25,100.27
12182.13,28.01,6.08,91.77,50.1,501.5,98.99
12247,27.66,6.17,88.11,48.11,491,96.9
12200.1,28.97,6.31,87.14,48.46,500,95.82
12265.13,28.24,6.43,88.41,47.73,505,98.17
12635.16,25.99,6.68,90.02,49.35,501.25,102.54
12743.19,24.02,6.85,88.96,50.9,499.25,107.21
12650.36,26.2,6.64,91.75,51.44,492,101.96
12442.83,27.62,6.75,92.33,53.23,494.25,102.06
12480.3,27.32,6.69,91.64,53.23,497,102.58
12383.89,27.78,6.67,90.99,53.57,490,110.07
12207.17,29.08,6.58,90.71,52.17,491.25,108.99
12378.61,27.78,6.26,89.41,50.63,473.25,108.45
12270.17,29.02,6.3,86.99,48.37,469,104.18
11971.19,31.01,5.93,89.85,49.58,478.25,101.96
12099.3,27.18,5.92,90.57,46.73,494.75,104.72
12159.21,28.46,5.76,90.13,46.52,500.25,99.3
12466.16,24.38,5.86,90.84,47.31,496,106.8
12501.11,23.34,5.97,91.9,50.25,505,106.87
12778.15,22.9,6.18,94.2,51.48,503,112.32
12606.3,23.68,6.06,92.69,51.2,473.5,106.58
12853.09,23.45,6.25,93.71,49.55,471,109.64
12735.31,24.12,6.07,95.67,50.03,475.5,101.24
12589.07,25.43,6.1,96.33,49.28,465.5,98.65
12827.49,23.79,6.16,95.09,47.24,462,101.35
12800.18,23.94,6.13,97.91,47.93,459,106.05
13056.72,22.49,6.45,99.18,48.71,460.75,112.41
13043.96,23.17,6.6,99.62,46.02,456,113.64
13264.82,22.5,6.73,95.98,42.05,447.75,120.91
13365.87,20.74,6.7,96,42.88,451.75,119.77
13359.61,20.26,6.84,96.62,40.28,450.5,117.17
13551.69,18.66,6.89,95.97,39.92,446.75,120.03
13450.65,18.47,6.79,93.31,39.08,436.5,115.22
13245.64,20.58,6.79,91.06,37.52,431.75,108.76
13207.27,21.68,6.76,91.24,37.57,430.25,105.26
13232.47,22.64,6.81,90.49,38.12,431.25,104.62
13167.2,24.52,6.8,90.63,37.39,431.5,104.29
13339.85,23.27,6.89,91.27,38,416.25,108.73
13517.96,22.56,6.99,92.25,38.22,412,110.38
13473.9,22.47,7.06,94.39,39.82,402,113.22
13432.77,23.59,6.97,90.02,38.85,398.25,106
13727.03,20.74,7.14,87.86,40.67,398.25,108.26
13625.58,20.85,7.06,88.28,39.79,394.25,103.64
13619.89,20.96,7.06,90.23,40.26,391,100.6
13444.96,22.53,6.98,87.49,39.63,390.5,96.68
13248.73,23.79,6.97,88.32,40.46,385.5,94
13314.57,23.61,7.25,89.31,41.08,382.25,95.21
13371.72,22.87,7.51,88.71,40.51,378,97.7
13311.73,23.97,7.29,91.01,41.05,382.5,97.67
13289.45,24.11,7.36,90.62,42,380,96.16
12958.44,26.28,7.07,94.42,41.22,381.25,90.79
12743.44,28.91,7.03,97.7,41.71,382,89.66
12799.04,26.84,6.95,97.29,41.74,377.5,91.14
13010.14,24.88,7.24,98.03,42.3,374,87
12958.44,26.01,7.34,94.64,38.92,376.5,86.42
13176.79,25.49,7.7,95.1,41.02,374.25,89.58
13110.05,28.06,7.78,93.43,40.37,374.25,90.47
13231.01,25.94,7.98,94.09,42.62,373.75,92.05
13307.09,24.1,8,91.17,42.38,374,90.85
12987.55,31.09,7.87,94.62,41.9,377.75,87.97
13042.74,28.5,8.2,96.32,45.44,380.5,94.06
13266.29,26.16,8.48,95.46,46.21,382.5,98.28
13300.02,26.49,8.24,96.37,46.24,382.25,98.86
13660.94,21.39,8.63,96.7,46.98,374.25,104.22
13543.4,24.31,8.67,93.98,46.04,372,100.87
13595.1,23.01,8.95,95.93,45.62,368.25,101.2
13567.87,23.21,8.5,93.49,42.5,366.5,100.1
13930.01,18.53,8.87,94.53,44.13,368,107.9
13792.47,21.07,8.8,90.38,42.39,368.75,104.62
13870.26,19.87,8.77,93.53,44.06,371.25,112.5
13806.7,19.56,8.67,91.86,43.05,365,111.28
13671.92,21.17,8.6,90.46,42.27,356.25,104.99
13675.25,20.8,8.59,87.1,41.89,355.75,105.48
13676.23,20.41,8.65,85.27,41.76,359.5,106.2
13566.97,21.64,8.34,87.56,40.33,359,105.36
13522.02,22.96,8.37,88.6,41.6,363.75,104.99
13888.96,18.5,8.76,89.47,42.13,356.5,109.24
13892.54,18.54,8.69,87.4,40.71,355.75,106.99
13912.94,20.02,8.78,87.61,42.04,354.75,104.41
13984.8,19.25,8.99,86.13,42.92,350,108.7
14093.08,17.73,9.2,83.69,42.28,340.75,106.07
14015.12,18.88,8.76,83.08,41.97,341.25,106.71
14078.69,16.67,8.23,81.3,42.07,343.25,108.13
14164.53,16.12,8.32,80.26,41.9,338.25,107.51
14043.73,17.46,8.19,79.02,40.55,335,105.48
14066.01,16.91,8.37,81.22,40.92,339.5,105.29
13974.31,18.44,8.26,81.44,40.55,341,103.25
13968.05,18.8,8.43,79.94,39.41,342.25,107.36
14047.31,18.49,8.57,80.05,39.25,348.75,110.23
14087.55,17.84,8.23,80.24,41.23,368,107.28
13895.63,18,8.49,81.66,40.28,370,105.94
13912.94,17,8.63,82.88,39.18,374.5,106.04
13878.15,17.63,8.88,80.3,38.68,368.25,105.05
13778.65,18.6,8.34,79.53,39.09,370.75,104.4
13759.06,19.37,8.48,80.95,39.9,370.5,104.06
13820.19,19,8.23,81.62,40.06,367.75,105.07
13766.7,20.45,8.25,83.32,40.94,357,103.52
13815.56,20.03,8.4,81.93,38.74,347,100.33
13739.39,20.35,8.42,81.51,38.76,344.25,97.75
13403.42,26.48,8.28,80.57,37.47,347.75,91.19
13442.52,24.92,8.03,79.1,37.2,329.5,91.64
13424.88,24.76,7.92,80.09,37.1,327.5,90.29
13291.65,24.96,7.5,79.91,37.33,321.75,89.26
13308.39,25.27,7.58,78.23,37.61,322,91.89
13127.85,27.38,7.52,77.49,37,326,91.05
13113.38,26.23,7.52,76.7,36.65,319.75,93.9
13363.35,23.99,7.78,76.3,36.2,321,95.76
13305.47,24.58,7.77,75.73,33.4,328.25,93.75
13448.86,22.78,7.99,75.08,33.44,324.75,95.25
13357.74,23.38,7.81,74.04,32.52,321.25,94.48
13238.73,25.06,7.67,73.36,31.39,316,90.02
13289.29,23.81,7.72,73.51,31.8,321.75,90.16
13041.85,26.3,7.51,71.73,30.82,325.25,87.58
13322.13,22.72,7.8,71.97,32.13,323,93.01
13378.87,20.72,7.9,71.09,33.12,341,93.39
13235.88,22.62,7.75,69.83,32.63,344,90.8
13236.13,22.89,7.85,69.26,33.24,337.25,92.73
13090.86,25.25,7.92,69.47,32.08,329.75,88.88
13121.35,26.33,8,71.12,31.87,324.5,84.33
13079.08,29.99,7.83,71.98,30.52,317.25,82.24
12845.78,30.83,7.7,71,30.1,309.5,80.42
12861.47,30.67,8,73.33,31.67,324.25,80.95
13028.92,27.68,8.07,72.38,32.77,324.25,86.05
13236.53,26.57,8.37,71.62,33.59,330.5,87.72
13239.54,28.3,8.23,71.47,34.29,324.75,86.66
13270.68,26.48,8.38,71.59,33.77,330.75,84.65
13657.86,21.45,8.87,72.15,34.1,333.25,92.5
13504.3,21.56,8.3,72.42,33.67,323.5,92.21
13468.78,22.94,8.19,72.06,33.33,316.5,91.95
13181.91,25.16,8.06,75.48,33.21,322,91.53
13463.33,21.22,8.4,76.86,33.1,322.25,95.64
13362.37,23.67,8.43,76.53,32.7,316.75,95.61
13211.99,23.52,8.51,78.21,32.9,321.5,98.29
13358.31,20.87,8.74,76.83,33.28,313.5,100.41
13265.47,24.17,8.23,77.02,31.98,315,97.73
13473.57,20.74,8.09,74.95,32.63,311.5,99.69
13785.07,18.1,7.97,75.88,33.95,310.75,104.04
13716.95,18.55,8.26,73.56,34.27,309.5,106.41
13943.42,16.81,8.46,74.89,34.55,308.5,105.99
13851.08,16.95,8.4,75.57,34.5,315.25,105.33
14000.41,15.23,8.63,75.92,34.28,316.25,110.56
13918.22,16,8.63,75.05,33.78,321.5,114.23
13971.55,15.63,8.73,74.02,32.06,317.5,113.53
13950.98,15.59,8.86,74.15,31.87,334.75,114.47
13907.25,15.15,8.97,73.93,32.03,338.75,116.1
13861.73,15.54,8.96,72.5,31.88,332.5,114.41
13577.87,16.64,8.9,72.56,31.06,334.5,111.11
13501.7,17.57,9.09,72.81,31.35,327.25,109.74
13649.97,15.16,9.08,72.19,31.21,325.25,113.07
13611.68,14.72,9.11,72.81,30.72,323.25,113.27
13565.84,15.48,9.15,71.81,30.03,320.5,112.56
13535.43,15.4,9.64,71.09,29.79,325,111.86
13408.62,16.23,9.42,70.68,29.07,323.25,108.75
13422.28,15.54,9.49,69.57,28.79,338,108.7
13427.73,15.53,9.28,68.97,28.67,340.75,107.75
13337.66,18.89,8.96,67.77,28.19,356,108.07
13352.05,16.65,9.03,69.18,28.93,357,111.93
13360.26,15.75,9.13,69.14,29.75,366,113.41
13545.84,14.21,8.91,68.65,29.58,382.5,114.28
13489.42,14.67,8.86,68.19,29.33,388,112.52
13635.42,12.85,8.65,69.1,29.54,396,114.45
13612.98,13.42,8.85,69.09,29.05,414,114.06
13639.48,13.94,8.92,68,29.14,409,116.12
13553.73,13.64,8.66,67.65,28.41,402.5,116.05
13482.35,14.73,8.56,66.26,28.24,389.5,114.91
13295.01,16.67,8.32,65.35,28.21,387.5,112.61
13424.96,14.71,8.4,65.97,28.67,389.5,116.2
13424.39,14.84,8.24,64.76,28.32,376.5,125.05
13266.73,17.06,8.06,66.93,28.17,372,115.8
13465.67,14.87,8.26,65.96,28.74,371.25,118.66
13595.46,13.63,8.31,65.61,29.01,377,117.52
13676.32,13.29,8.27,66.21,29.21,383.25,115.95
13668.11,12.78,8.35,65.08,29.43,385.5,116.8
13627.64,13.05,8.34,64.01,29.13,380.5,113.16
13633.08,12.83,8.5,63.49,28.6,363.5,112.7
13521.34,13.53,8.4,63.15,28.61,363.25,110.1
13507.28,13.34,8.45,65.2,28.9,370.75,108.88
13441.13,14.08,8.49,64.18,29,369.25,106.42
13525.65,13.24,8.76,65.77,29.76,367.25,107.34
13539.95,13.06,8.68,64.97,29.55,367.75,106.69
13542.88,13.3,8.78,66.27,30.27,368.25,109.36
13556.53,12.76,8.69,64.94,29.83,370.25,109.62
13476.72,13.51,8.76,64.86,29.45,371.25,108.88
13487.53,13.5,8.76,62.55,29.78,368.5,110.07
13383.84,14.01,8.91,63.17,30,355.25,111.28
13346.78,13.96,8.71,62.46,29.71,357,110.27
13326.22,12.95,8.37,62.37,30.07,343.5,111.08
13215.13,13.6,8.24,61.81,29.89,345,110.52
13362.87,12.88,8.35,61.55,30.93,351.75,113.51
13309.07,13.21,8.37,62.26,31.17,352,110.63
13312.97,13.15,8.16,61.47,31.07,367.5,105.78
13264.62,12.91,8.22,61.93,30.49,376.5,104.38
13241.38,13.09,8.19,63.19,30.33,370,104.54
